0.0347427	0.00150974
0.0363065	0.00150944
0.037608	0.0015092
0.0396489	0.00154035
0.0414335	0.00154005
0.0429195	0.00157196
0.0452473	0.00153944
0.0472846	0.00157128
0.0494129	0.00157097
0.0511843	0.00157072
0.0534889	0.00160321
0.0558973	0.00163637
0.0584133	0.00163604
0.0615833	0.00166982
0.063791	0.00166955
0.0666632	0.00170408
0.0696637	0.00170375
0.0734431	0.00170334
0.07675	0.00173857
0.0795027	0.0017746
0.0838172	0.00181123
0.0868233	0.00184877
0.0907312	0.0018484
0.0956551	0.00188656
0.0990857	0.00192565
0.103546	0.00192527
0.109165	0.00196502
0.11308	0.00200574
0.118172	0.00204722
0.123494	0.0021332
0.129055	0.00217732
0.134866	0.00222236
0.140941	0.00231569
0.148589	0.0023635
0.155282	0.00246276
0.162274	0.0025137
0.169586	0.00267397
0.175671	0.00278639
0.183584	0.00290342
0.193553	0.00308842
0.202271	0.00321813
0.209532	0.00342346
0.218973	0.00364174
0.228844	0.00395485
0.24127	0.00420684
0.249943	0.00476154
0.261214	0.00527892
0.275411	0.0059745
0.287839	0.00690323
0.300833	0.00814291
0.314423	0.0100106
0.328622	0.0120549
0.343495	0.0164334
0.359035	0.0219439
0.37532	0.033864
0.392405	0.0642581
0.410275	0.124478
0.403043	0.0991711
